,id,reviewContent,createDate,reviewScore
1888,3325444576,어제 밤시 넘어서 시켰는데  오늘 시분에 배송받았어요 남편꺼랑 아이꺼 늘주문해서 먹고있어요,2021-12-16T04:57:34.026+0000,5
1889,3349166969,계속 재구매해서 먹고있어요,2022-01-18T05:36:05.219+0000,5
1890,3349393417,빠르게 배송받았습니다 좋습니다,2022-01-18T10:21:52.005+0000,5
1891,3348812211,항상먹는제품이라믿고삽니다좋아요,2022-01-17T13:32:44.794+0000,4
1892,3351007953,맛도 괜찮고 좋습니다,2022-01-20T10:24:54.784+0000,5
1893,3335842025,배송도 빠르고 포장도 깔끔하게,2021-12-30T12:57:46.635+0000,5
1894,3326513194,꾸준하게 먹고 있습니다  포장에 엄청 신경 쓰신게 느껴지네요 감사합니다,2021-12-17T10:02:50.492+0000,5
1895,3349828965,배송이 빠르고 하자 없음,2022-01-19T02:02:59.996+0000,5
1896,3349432284,늘주문하는 락토핏이네요,2022-01-18T11:03:12.496+0000,5
1897,3338064050,좋아요 Good,2022-01-03T07:30:07.410+0000,5
1898,3346936794,국민 유산균이죠  만족해요,2022-01-14T22:02:48.207+0000,5
1899,3329614241,뺘송이 빠르네요 종근당회사라 믿고먹을깨요,2021-12-22T00:39:25.905+0000,5
1900,3350866808,빠른 배송 감사합니다,2022-01-20T07:20:49.628+0000,5
1901,3334996307,늘 먹는 우리집 건강 유산균,2021-12-29T11:55:54.410+0000,5
1902,3349741497,꾸준히먹어봐얄듯꾸준,2022-01-18T23:23:22.817+0000,5
1903,3334882955,저렴하게 잘 구매했어요,2021-12-29T09:44:03.979+0000,5
1904,3325614255,집에 있는데 빅세일해서 미리  주문했습니다 빠른배송에 안전하게 잘받았습니다,2021-12-16T08:30:45.409+0000,5
1905,3336845901,갓 결혼해서 집에 유산균두고 먹으려고 여유있게 구매했어요 저번에 먹어본 적 있어서 집에서 가족끼리 먹으면 좋을 것 같아요,2022-01-01T04:23:40.033+0000,4
1906,3324134792,장이예민한우리아이몇년째먹고있네요라이브방송으로저렴하게구매했네오,2021-12-14T11:31:56.758+0000,5
1907,3351017384,꾸준히 먹는 유산균굿,2022-01-20T10:36:28.882+0000,5
1908,3349593240,재재재구매  건강을 위해,2022-01-18T13:42:28.155+0000,5
1909,3349013009,먹기좋게 포장되어 있습니다,2022-01-18T01:56:38.037+0000,5
1910,3352700339,배송 빨랏오용 ,2022-01-22T15:33:57.041+0000,5
1911,3349731485,배송이 빨리 와서 좋네요,2022-01-18T22:51:10.204+0000,5
1912,3349130327,믿고먹는 종근당 언제나 만족합니다,2022-01-18T04:42:52.074+0000,5
1913,3347474021,포장도 꼼꼼하고  빠른배송 감사합니다,2022-01-15T12:11:23.034+0000,5
1914,3340264903,온가족 모두 먹으려고 구매해습니다 지인이 좋다고 구매했어요 좋으면 꾸준히 먹어볼력 합니다,2022-01-06T03:47:01.882+0000,5
1915,3334507075,가성비 좋은거같습니다,2021-12-29T01:12:21.832+0000,3
1916,3340533972,유산균중에 맛도 진짜 좋고  최고에요 엄마가 좋아하셔서 사드렸어요,2022-01-06T09:12:09.622+0000,5
1917,3347192290,배송 빨랐구요 맛도좋구요,2022-01-15T05:11:12.714+0000,5
1918,3342217016,만족합니다   저렴하게 잘 시켰네요 다먹고 또 주문 하고 싶어요,2022-01-08T11:48:17.856+0000,5
1919,3334126045,감사합니다 재구매입니다,2021-12-28T10:42:26.704+0000,5
1920,3343235324,먹기 편하고 맜있어서 항상 잘 먹고 있어요 앞으로도 꾸준히 먹을 예정입니다,2022-01-10T04:36:53.295+0000,5
